name,country,city,address,phone,email,rating,review_count,maps_url,category,scraped_at,outreach_sent,digest_sent
Jordans gardening power washing & grass cutting services,Ireland,Galway,"10 Árd Álainn, Ballybane, Galway, H91 EP9W, Ireland ",+353 85 142 8914 ,,5.0,7,https://www.google.com/maps/place/Jordans+gardening+power+washing+%26+grass+cutting+services/data=!4m7!3m6!1s0xd53bd42d05e53e9:0x42730940e7a9e4f3!8m2!3d53.2838899!4d-8.9991443!16s%2Fg%2F11zflllf45!19sChIJ6VNe0EK9Uw0R8-Sp50AJc0I?authuser=0&hl=en&rclk=1,gardener,2026-06-15T14:11:53.370821,,
O'Connor Roofing,Ireland,Waterford,"11 Killure Grove, Kilcohan, Waterford, X91 P4F8, Ireland ",+353 85 771 9342 ,,4.7,3,https://www.google.com/maps/place/O%27Connor+Roofing/data=!4m7!3m6!1s0x4842c6a96dc21873:0x7199035c1a0b6bac!8m2!3d52.2394261!4d-7.1075677!16s%2Fg%2F11h9zw7gzv!19sChIJcxjCbanGQkgRrGsLGlwDmXE?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331933,,
Waterford Roofing,Ireland,Waterford,"59 Maple Cl, Carriganard, Waterford, X91 KVR0, Ireland ",+353 85 768 3844 ,,5.0,2,https://www.google.com/maps/place/Waterford+Roofing/data=!4m7!3m6!1s0x4842c54a13e692b1:0x27148bedcdf706b0!8m2!3d52.2334592!4d-7.139186!16s%2Fg%2F11hmkftytv!19sChIJsZLmE0rFQkgRsAb3ze2LFCc?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331941,,
Fiberglass Roofing Waterford,Ireland,Waterford,"28-22 R861, Trinity Without, Waterford, Ireland ",,,5.0,1,https://www.google.com/maps/place/Fiberglass+Roofing+Waterford/data=!4m7!3m6!1s0x4842c523b15f81eb:0xc57a7ec3c8bc62eb!8m2!3d52.2603381!4d-7.1178395!16s%2Fg%2F11g2y0gk4t!19sChIJ64FfsSPFQkgR62K8yMN-esU?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331944,,
Topline Roofing & Building Contractors,Ireland,Waterford,"Unit 20, Tramore Road Business Park, Unit 21 Tramore Rd, Priorsknock, Waterford, Ireland ",+353 87 456 6917 ,,5.0,1,https://www.google.com/maps/place/Topline+Roofing+%26+Building+Contractors/data=!4m7!3m6!1s0x4842c41e65f7b78b:0x7cab49fb22d70ae4!8m2!3d52.2491751!4d-7.1169323!16s%2Fg%2F11f_c05l8h!19sChIJi7f3ZR7EQkgR5ArXIvtJq3w?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331948,,
Discount roofing,Ireland,Waterford,"St Johns Park, Grange Lower, Waterford, Ireland ",+353 51 348 433 ,,5.0,2,https://www.google.com/maps/place/Discount+roofing/data=!4m7!3m6!1s0x4842c7b177122f75:0xd14a84beb9fde758!8m2!3d52.2422374!4d-7.1051834!16s%2Fg%2F11g_ypbpn0!19sChIJdS8Sd7HHQkgRWOf9ub6EStE?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331951,,
C&F Developments,Ireland,Waterford,"1st floor, 29 Patrick St, Waterford, X91 AK54, Ireland ",+353 51 324 510 ,,3.8,4,https://www.google.com/maps/place/C%26F+Developments/data=!4m7!3m6!1s0x4842c42147f419ef:0x608fb4af616ba674!8m2!3d52.2599988!4d-7.1139548!16s%2Fg%2F11hzvbsx2_!19sChIJ7xn0RyHEQkgRdKZrYa-0j2A?authuser=0&hl=en&rclk=1,roofer,2026-06-15T14:21:27.331953,,
Bricklayer & Concrete print.,Ireland,Waterford,"24 Chapelgate, Narrabaun South, Kilmacow, Co. Kilkenny, X91 Y6C9, Ireland ",+353 86 852 7081 ,,5.0,1,https://www.google.com/maps/place/Bricklayer+%26+Concrete+print./data=!4m7!3m6!1s0x4842c7acaaee69a5:0xcb3910b046a524ab!8m2!3d52.314375!4d-7.1819113!16s%2Fg%2F11fz9jgrc2!19sChIJpWnuqqzHQkgRqySlRrAQOcs?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T14:31:04.207785,,
PAT LAWLOR AND SON tiling contractors,Ireland,Waterford,"31 Belmont Heights, Belmount, Waterford, Co. Kilkenny, X91 Y9H2, Ireland ",+353 87 396 6044 ,,3.8,12,https://www.google.com/maps/place/PAT+LAWLOR+AND+SON+tiling+contractors/data=!4m7!3m6!1s0x4842c68bf601a679:0x51424113597df7dd!8m2!3d52.2707522!4d-7.0979606!16s%2Fg%2F11g6nbsnz1!19sChIJeaYB9ovGQkgR3fd9WRNBQlE?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T14:31:04.207795,,
Mitkov Masonry,Ireland,Waterford,,+353 83 869 4586 ,,0.0,0,https://www.google.com/maps/place/Mitkov+Masonry/data=!4m7!3m6!1s0x4842c72f859bb993:0x46ea3d031b738ffb!8m2!3d53.3834!4d-8.2177501!16s%2Fg%2F11j8pw2472!19sChIJk7mbhS_HQkgR-49zGwM96kY?authuser=0&hl=en&rclk=1,bricklayer,2026-06-15T14:31:04.207798,,
Tiler waterford,Ireland,Waterford,"Ballytruckle, Waterford, Ireland ",+353 89 240 9863 ,,0.0,0,https://www.google.com/maps/place/Tiler+waterford/data=!4m7!3m6!1s0x4842c527548e4425:0x82d621670d790993!8m2!3d52.246768!4d-7.1186509!16s%2Fg%2F11g3xhx91j!19sChIJJUSOVCfFQkgRkwl5DWch1oI?authuser=0&hl=en&rclk=1,tiler,2026-06-15T14:41:08.408325,,
Jeff Sheehan Tiling & Bathroom Renovations,Ireland,Waterford,,+353 87 640 5765 ,,4.2,5,https://www.google.com/maps/place/Jeff+Sheehan+Tiling+%26+Bathroom+Renovations/data=!4m7!3m6!1s0x4842c70496fa43ef:0x44666204c604a7c7!8m2!3d52.247505!4d-7.11303!16s%2Fg%2F11k6y_3kzj!19sChIJ70P6lgTHQkgRx6cExgRiZkQ?authuser=0&hl=en&rclk=1,tiler,2026-06-15T14:41:08.408333,,
Trevor O Brien plastering and roof repairs,Ireland,Waterford,,+353 83 020 6900 ,,5.0,20,https://www.google.com/maps/place/Trevor+O+Brien+plastering+and+roof+repairs/data=!4m7!3m6!1s0x4842c58b2d2aecf3:0x9f15d284db15798b!8m2!3d52.2136986!4d-7.5642192!16s%2Fg%2F11qsr4kyj_!19sChIJ8-wqLYvFQkgRi3kV24TSFZ8?authuser=0&hl=en&rclk=1,plasterer,2026-06-15T14:51:12.478103,,
Green Landscapes,Ireland,Waterford,"Waterford, Ireland ",,,5.0,1,https://www.google.com/maps/place/Green+Landscapes/data=!4m7!3m6!1s0x4842c7c7133c5b13:0x40e371a586c77896!8m2!3d52.2545546!4d-7.1099292!16s%2Fg%2F11l1c9z5zg!19sChIJE1s8E8fHQkgRlnjHhqVx40A?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718932,,
GML landscaping and paving,Ireland,Waterford,"23 Ardleigh, Old Tramore Road, Kilcohan, Waterford, X91 HWK0, Ireland ",+353 87 630 2634 ,,5.0,2,https://www.google.com/maps/place/GML+landscaping+and+paving/data=!4m7!3m6!1s0x4842c7917e7d071f:0xb2f901347bd8bb18!8m2!3d52.2365731!4d-7.1105164!16s%2Fg%2F11qql1j5xt!19sChIJHwd9fpHHQkgRGLvYezQB-bI?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718942,,
Viking Landscapes and Paving,Ireland,Waterford,,+353 85 112 2463 ,,5.0,1,https://www.google.com/maps/place/Viking+Landscapes+and+Paving/data=!4m7!3m6!1s0x4842c78c02f8d5db:0x9f1815b2cd40b231!8m2!3d52.1558688!4d-7.5563444!16s%2Fg%2F11knbb_yd4!19sChIJ29X4AozHQkgRMbJAzbIVGJ8?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718946,,
Michael Cummins Landscaping,Ireland,Waterford,"Ballinabola, Halfway House, Co. Waterford, Ireland ",+353 87 967 6051 ,,5.0,3,https://www.google.com/maps/place/Michael+Cummins+Landscaping/data=!4m7!3m6!1s0x4842c0cb71c31ecb:0x9dc62ee8d735b02f!8m2!3d52.23449!4d-7.03006!16s%2Fg%2F1td6rmzx!19sChIJyx7DccvAQkgRL7A11-guxp0?authuser=0&hl=en&rclk=1,landscaper,2026-06-15T15:02:14.718949,,
The Lock Shop Waterford,Ireland,Waterford,"Blackfriars, Waterford, Ireland ",+353 51 877 064 ,,4.5,35,https://www.google.com/maps/place/The+Lock+Shop+Waterford/data=!4m7!3m6!1s0x4842c69c7226834f:0xecb782c31a57e9c5!8m2!3d52.2608982!4d-7.1114663!16s%2Fg%2F11bbrn84fk!19sChIJT4MmcpzGQkgRxelXGsOCt-w?authuser=0&hl=en&rclk=1,locksmith,2026-06-15T15:07:34.657365,,
"AK Plumbing, Heating & Property Maintenance",Ireland,Waterford,,+353 86 345 4907 ,,4.7,19,"https://www.google.com/maps/place/AK+Plumbing,+Heating+%26+Property+Maintenance/data=!4m7!3m6!1s0x4842c4131dd89aa5:0x3f5d9830ef0de126!8m2!3d52.415998!4d-7.1517412!16s%2Fg%2F11dxqgn03b!19sChIJpZrYHRPEQkgRJuEN7zCYXT8?authuser=0&hl=en&rclk=1",handyman,2026-06-15T15:18:27.521226,,
Matthew Handyman,Ireland,Waterford,,+353 87 176 7505 ,,5.0,1,https://www.google.com/maps/place/Matthew+Handyman/data=!4m7!3m6!1s0x45c012147e6c753:0xcc8d421be1e25da9!8m2!3d52.5379709!4d-6.80881!16s%2Fg%2F11w_h542jh!19sChIJU8fmRyEBXAQRqV3i4RtCjcw?authuser=0&hl=en&rclk=1,handyman,2026-06-15T15:18:27.521232,,
Handyman Services & Solutions,Ireland,Waterford,"Gallowshill, Dungarvan, Co. Waterford, Ireland ",+353 87 291 7206 ,,0.0,0,https://www.google.com/maps/place/Handyman+Services+%26+Solutions/data=!4m7!3m6!1s0x4843112d666f3171:0x1f44308c8254d154!8m2!3d52.0919086!4d-7.6325404!16s%2Fg%2F11xwbcf_n2!19sChIJcTFvZi0RQ0gRVNFUgowwRB8?authuser=0&hl=en&rclk=1,handyman,2026-06-15T15:18:27.521233,,
All-Trades Property Maintenance,Ireland,Waterford,"dunmore rd, dunmore east, Co. Waterford, Ireland ",+353 51 348 455 ,,5.0,4,https://www.google.com/maps/place/All-Trades+Property+Maintenance/data=!4m7!3m6!1s0x4842c01c2c3d7bed:0x8563f15e97c86151!8m2!3d52.15674!4d-7.000873!16s%2Fg%2F11cs1f4s_t!19sChIJ7Xs9LBzAQkgRUWHIl17xY4U?authuser=0&hl=en&rclk=1,handyman,2026-06-15T15:18:27.521235,,
Waterford Handyman,Ireland,Waterford,,+353 89 407 9356 ,,0.0,0,https://www.google.com/maps/place/Waterford+Handyman/data=!4m7!3m6!1s0x24530cd83ea775af:0x7bbda0662b618367!8m2!3d52.236218!4d-7.2120376!16s%2Fg%2F11xm_gbyqx!19sChIJr3WnPtgMUyQRZ4NhK2agvXs?authuser=0&hl=en&rclk=1,handyman,2026-06-15T15:18:27.521236,,
Waterford Driving School,Ireland,Waterford,"Bramblewood, Ballynakill, Waterford, Ireland ",+353 51 878 971 ,,5.0,1,https://www.google.com/maps/place/Waterford+Driving+School/data=!4m7!3m6!1s0x4842c6d1619d9de3:0xef5cc6c6c6d17f0f!8m2!3d52.240753!4d-7.0661138!16s%2Fg%2F11bbrnkcrk!19sChIJ452dYdHGQkgRD3_RxsbGXO8?authuser=0&hl=en&rclk=1,driving instructor,2026-06-15T15:26:25.581758,,
"D & J Tree Services, Waterford",Ireland,Waterford,,+353 87 628 2394 ,,3.0,3,"https://www.google.com/maps/place/D+%26+J+Tree+Services,+Waterford/data=!4m7!3m6!1s0x4842c0b88949aa15:0xa93725d77f253bb7!8m2!3d52.415998!4d-7.1517412!16s%2Fg%2F11c3289lq0!19sChIJFapJibjAQkgRtzslf9clN6k?authuser=0&hl=en&rclk=1",tree surgeon,2026-06-15T15:33:50.031290,,
Bendigo Plaster Restorations,Australia,Bendigo,"11 Nolan St, Bendigo VIC 3550, Australia ",+61 400 771 909 ,,5.0,1,https://www.google.com/maps/place/Bendigo+Plaster+Restorations/data=!4m7!3m6!1s0x6ad7593fdd2db08b:0xfa23d065a9869346!8m2!3d-36.7513339!4d144.292551!16s%2Fg%2F11ny1yr7k6!19sChIJi7At3T9Z12oRRpOGqWXQI_o?authuser=0&hl=en&rclk=1,plasterer,2026-06-16T11:08:03.786716,,
Plastamasta Centre,Australia,Bendigo,"6 Adam St, West Bendigo VIC 3550, Australia ",+61 3 5443 6455 ,,5.0,6,https://www.google.com/maps/place/Plastamasta+Centre/data=!4m7!3m6!1s0x6ad75a1dfc6230ff:0x5034c913fa963214!8m2!3d-36.7706756!4d144.2746887!16s%2Fg%2F1tjrq3c6!19sChIJ_zBi_B1a12oRFDKW-hPJNFA?authuser=0&hl=en&rclk=1,plasterer,2026-06-16T11:08:03.786725,,
Hume & Iser Plaster Sales,Australia,Bendigo,"81-83 Beischer St, East Bendigo VIC 3550, Australia ",+61 54415627 ,,4.7,6,https://www.google.com/maps/place/Hume+%26+Iser+Plaster+Sales/data=!4m7!3m6!1s0x6ad759042e6db18d:0x11be5293c6e44d7f!8m2!3d-36.7508894!4d144.309074!16s%2Fg%2F11c2k5s100!19sChIJjbFtLgRZ12oRf03kxpNSvhE?authuser=0&hl=en&rclk=1,plasterer,2026-06-16T11:08:03.786729,,
CMJ Plastering & Maintenance Bendigo,Australia,Bendigo,,+61 458 585 117 ,,5.0,7,https://www.google.com/maps/place/CMJ+Plastering+%26+Maintenance+Bendigo/data=!4m7!3m6!1s0x68c6677ad6e7cf17:0x3b2792b2b3ce1759!8m2!3d-36.5840192!4d144.4268391!16s%2Fg%2F11k3dcs6my!19sChIJF8_n1npnxmgRWRfOs7KSJzs?authuser=0&hl=en&rclk=1,plasterer,2026-06-16T11:08:03.786731,,
Bendigo landscaper,Australia,Bendigo,"70 Kulmani St, Jackass Flat VIC 3556, Australia ",+61 469 326 647 ,,5.0,1,https://www.google.com/maps/place/Bendigo+landscaper/data=!4m7!3m6!1s0x6ad7591155a65585:0x79a8a9d7e6d0fbb4!8m2!3d-36.720401!4d144.2839002!16s%2Fg%2F11npvwrpyv!19sChIJhVWmVRFZ12oRtPvQ5tepqHk?authuser=0&hl=en&rclk=1,landscaper,2026-06-16T11:16:37.334129,,
Bendigo Handyman Hotshots,Australia,Bendigo,"47 Kinross St, Long Gully VIC 3550, Australia ",+61 489 994 768 ,,5.0,1,https://www.google.com/maps/place/Bendigo+Handyman+Hotshots/data=!4m7!3m6!1s0x6ad75946bf48c18b:0x6e7bf9f1039a0980!8m2!3d-36.7405081!4d144.263682!16s%2Fg%2F11y5zqp2pr!19sChIJi8FIv0ZZ12oRgAmaA_H5e24?authuser=0&hl=en&rclk=1,handyman,2026-06-16T11:31:42.826268,,
JLR Property Maintenance,Australia,Bendigo,,+61 432 298 940 ,,4.0,4,https://www.google.com/maps/place/JLR+Property+Maintenance/data=!4m7!3m6!1s0x6ad75a1d573e4ee1:0x4c92806326d4b999!8m2!3d-36.7228104!4d144.439731!16s%2Fg%2F11f2vb4kpd!19sChIJ4U4-Vx1a12oRmbnUJmOAkkw?authuser=0&hl=en&rclk=1,handyman,2026-06-16T11:31:42.826276,,
Collins Property Maintenance & Builds Bendigo,Australia,Bendigo,"203 Lockwood Rd, Kangaroo Flat VIC 3555, Australia ",+61 411 119 822 ,,5.0,14,https://www.google.com/maps/place/Collins+Property+Maintenance+%26+Builds+Bendigo/data=!4m7!3m6!1s0x6ad7510fefd3bd6d:0x5419d87ea291e3ca!8m2!3d-36.8008463!4d144.2228288!16s%2Fg%2F11wmrlb5y5!19sChIJbb3T7w9R12oRyuORon7YGVQ?authuser=0&hl=en&rclk=1,handyman,2026-06-16T11:31:42.826278,,
O'Connell Driving Training,Australia,Bendigo,"72 Condon St, Kennington VIC 3550, Australia ",+61 400 953 466 ,,5.0,6,https://www.google.com/maps/place/O%27Connell+Driving+Training/data=!4m7!3m6!1s0x6ad759838203a59b:0xc594848807b49455!8m2!3d-36.770974!4d144.297894!16s%2Fg%2F12m9jk38g!19sChIJm6UDgoNZ12oRVZS0B4iElMU?authuser=0&hl=en&rclk=1,driving instructor,2026-06-16T11:40:36.801935,,
Arbor Gardens Bendigo PTY Ltd.,Australia,Bendigo,"13 Eastern Rd, Strathdale VIC 3550, Australia ",+61 3 5442 7493 ,,5.0,2,https://www.google.com/maps/place/Arbor+Gardens+Bendigo+PTY+Ltd./data=!4m7!3m6!1s0x6ad759095c5e9487:0x7800168a0e29829a!8m2!3d-36.7572553!4d144.3071727!16s%2Fg%2F1tdhlzh9!19sChIJh5ReXAlZ12oRmoIpDooWAHg?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-16T11:51:05.137792,,
Bendigo Floor Cleaning Solutions,Australia,Bendigo,"11 Nolan St, Bendigo VIC 3550, Australia ",+61 487 916 947 ,,4.0,3,https://www.google.com/maps/place/Bendigo+Floor+Cleaning+Solutions/data=!4m7!3m6!1s0x6ad759ff6d27c68b:0x32f56b6d529ed271!8m2!3d-36.7513202!4d144.2925433!16s%2Fg%2F11hz0fqym7!19sChIJi8Ynbf9Z12oRcdKeUm1r9TI?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-16T11:59:06.361167,,
Able Window Cleaning,Australia,Bendigo,"321 High St, Golden Square VIC 3550, Australia ",+61 407 246 487 ,,5.0,1,https://www.google.com/maps/place/Able+Window+Cleaning/data=!4m7!3m6!1s0x6ad75794479f7275:0x699204079a74927d!8m2!3d-36.7716546!4d144.260826!16s%2Fg%2F11fm79w12c!19sChIJdXKfR5RX12oRfZJ0mgcEkmk?authuser=0&hl=en&rclk=1,window cleaner,2026-06-16T12:08:17.712520,,
"U Grow, I Mow - Bendigo",Australia,Bendigo,"High St, Golden Square VIC 3555, Australia ",+61 411 964 924 ,,5.0,1,"https://www.google.com/maps/place/U+Grow,+I+Mow+-+Bendigo/data=!4m7!3m6!1s0x6ad75b3f6143d1cb:0x2919060963a85f6f!8m2!3d-36.7715273!4d144.2588103!16s%2Fg%2F11nhjrncpd!19sChIJy9FDYT9b12oRb1-oYwkGGSk?authuser=0&hl=en&rclk=1",gardener,2026-06-16T12:18:21.672179,,
Ryan Dean Tiling,Australia,Wagga Wagga,,+61 428 340 400 ,,0.0,0,https://www.google.com/maps/place/Ryan+Dean+Tiling/data=!4m7!3m6!1s0x62af3ba4dbe38965:0x2c376837cde08b3e!8m2!3d-35.1380822!4d147.3640369!16s%2Fg%2F11wf_3fd1_!19sChIJZYnj26Q7r2IRPovgzTdoNyw?authuser=0&hl=en&rclk=1,tiler,2026-06-16T12:34:17.583745,,
Bradbury Plastering,Australia,Wagga Wagga,"Lake Albert Rd, Kooringal NSW 2650, Australia ",+61 448 424 513 ,,5.0,3,https://www.google.com/maps/place/Bradbury+Plastering/data=!4m7!3m6!1s0x6b189b53b6c7bbf5:0xc10dfcd1a9f95309!8m2!3d-35.1354636!4d147.376162!16s%2Fg%2F11nmpf3vz5!19sChIJ9bvHtlObGGsRCVP5qdH8DcE?authuser=0&hl=en&rclk=1,plasterer,2026-06-16T12:43:55.386475,,
Mckay Plastering,Australia,Wagga Wagga,,+61 423 922 955 ,,4.5,2,https://www.google.com/maps/place/Mckay+Plastering/data=!4m7!3m6!1s0x4e4efeaa8fc0bd75:0x2dd890d940e08d89!8m2!3d-35.1139461!4d147.4981452!16s%2Fg%2F11sc73wqzv!19sChIJdb3Aj6r-Tk4RiY3gQNmQ2C0?authuser=0&hl=en&rclk=1,plasterer,2026-06-16T12:43:55.386486,,
Wagga Plaster Works,Australia,Wagga Wagga,"34-36 Baker St, Uranquinty NSW 2652, Australia ",+61 418 694 112 ,,5.0,1,https://www.google.com/maps/place/Wagga+Plaster+Works/data=!4m7!3m6!1s0x6b18a079863a0c85:0x1f341fb490184e3b!8m2!3d-35.187273!4d147.245808!16s%2Fg%2F1tdzlqnv!19sChIJhQw6hnmgGGsRO04YkLQfNB8?authuser=0&hl=en&rclk=1,plasterer,2026-06-16T12:43:55.386488,,
Drea The Lawn Doc,Australia,Wagga Wagga,"Wagga Wagga NSW 2651, Australia ",+61 434 202 147 ,,5.0,5,https://www.google.com/maps/place/Drea+The+Lawn+Doc/data=!4m7!3m6!1s0x6b1899e39bfa554f:0xc694cede16693afc!8m2!3d-35.1025977!4d147.3655103!16s%2Fg%2F11x79cqfbh!19sChIJT1X6m-OZGGsR_DppFt7OlMY?authuser=0&hl=en&rclk=1,landscaper,2026-06-16T12:52:25.508266,,
,Australia,Wagga Wagga,,,,0.0,0,https://www.google.com/maps/place/Riverina+Safes+%26+Locks/data=!4m7!3m6!1s0x6b189bd58bd0be7b:0xf75b0af324d09c35!8m2!3d-35.1157516!4d147.3728712!16s%2Fg%2F1vhkkq8q!19sChIJe77Qi9WbGGsRNZzQJPMKW_c?authuser=0&hl=en&rclk=1,locksmith,2026-06-16T12:57:27.677013,,
RICHOS REPAIRS,Australia,Wagga Wagga,"Baylis St, Wagga Wagga NSW 2650, Australia ",+61 401 076 326 ,,5.0,1,https://www.google.com/maps/place/RICHOS+REPAIRS/data=!4m7!3m6!1s0x6b1899b340d979f1:0xe1418a1eaea26792!8m2!3d-35.1138262!4d147.3697711!16s%2Fg%2F11wqbf9bv5!19sChIJ8XnZQLOZGGsRkmeirh6KQeE?authuser=0&hl=en&rclk=1,handyman,2026-06-16T13:04:07.978585,,
Geoff Garratt General Property Maintenance,Australia,Wagga Wagga,"4 Yabtree St, Wagga Wagga NSW 2650, Australia ",+61 2 6921 1453 ,,0.0,0,https://www.google.com/maps/place/Geoff+Garratt+General+Property+Maintenance/data=!4m7!3m6!1s0x6b18996fc578b3b9:0xb510f32ba47f6552!8m2!3d-35.1187374!4d147.3587324!16s%2Fg%2F1wcxd7nc!19sChIJubN4xW-ZGGsRUmV_pCvzELU?authuser=0&hl=en&rclk=1,handyman,2026-06-16T13:04:07.978594,,
Shortbacknsides,Australia,Wagga Wagga,"58 Baylis St, Wagga Wagga NSW 2650, Australia ",+61 408 233 289 ,,4.6,10,https://www.google.com/maps/place/Shortbacknsides/data=!4m7!3m6!1s0x6b1899125220feed:0x5fa6d28c47d80932!8m2!3d-35.1167365!4d147.3689839!16s%2Fg%2F11md8prbd9!19sChIJ7f4gUhKZGGsRMgnYR4zSpl8?authuser=0&hl=en&rclk=1,handyman,2026-06-16T13:04:07.978597,,
R&S Ezee Driving School,Australia,Wagga Wagga,"Best St, Wagga Wagga NSW 2650, Australia ",+61 452 448 197 ,,4.9,11,https://www.google.com/maps/place/R%26S+Ezee+Driving+School/data=!4m7!3m6!1s0x6b1899c52331bdeb:0x442473eb44649fba!8m2!3d-35.1159291!4d147.3665467!16s%2Fg%2F11p738hd5y!19sChIJ670xI8WZGGsRup9kROtzJEQ?authuser=0&hl=en&rclk=1,driving instructor,2026-06-16T13:12:03.088434,,
Dev Driving School,Australia,Wagga Wagga,"Paradise Dr, Gobbagombalin NSW 2650, Australia ",+61 433 822 981 ,,5.0,87,https://www.google.com/maps/place/Dev+Driving+School/data=!4m7!3m6!1s0x6b1899e6eb6c96a5:0x1d518f723304dcb4!8m2!3d-35.0743395!4d147.3414675!16s%2Fg%2F11vlnh8wkw!19sChIJpZZs6-aZGGsRtNwEM3KPUR0?authuser=0&hl=en&rclk=1,driving instructor,2026-06-16T13:12:03.088443,,
Riverina Murray Training,Australia,Wagga Wagga,"2/22 Edward St, Wagga Wagga NSW 2650, Australia ",+61 2 6921 9184 ,,5.0,1,https://www.google.com/maps/place/Riverina+Murray+Training/data=!4m7!3m6!1s0x6b189945df21774d:0x8dd32af1a884572b!8m2!3d-35.1203598!4d147.3749922!16s%2Fg%2F11fjmfr_jj!19sChIJTXch30WZGGsRK1eEqPEq040?authuser=0&hl=en&rclk=1,driving instructor,2026-06-16T13:12:03.088447,,
8848 Top of the world Driving School,Australia,Wagga Wagga,"53 Veale St, Ashmont NSW 2650, Australia ",+61 450 005 663 ,,4.5,11,https://www.google.com/maps/place/8848+Top+of+the+world+Driving+School/data=!4m7!3m6!1s0x6b1899dd83dbb2bf:0x7e869016e32ed861!8m2!3d-35.1196461!4d147.3390986!16s%2Fg%2F11vy0yj5_x!19sChIJv7Lbg92ZGGsRYdgu4xaQhn4?authuser=0&hl=en&rclk=1,driving instructor,2026-06-16T13:12:03.088450,,
Neeves Window Cleaning Services,Australia,Wagga Wagga,,+61 414 234 495 ,,5.0,5,https://www.google.com/maps/place/Neeves+Window+Cleaning+Services/data=!4m7!3m6!1s0x6b18993c1fcd05dd:0x30294359718aca85!8m2!3d-35.1380822!4d147.3640369!16s%2Fg%2F11fszrp2rt!19sChIJ3QXNHzyZGGsRhcqKcVlDKTA?authuser=0&hl=en&rclk=1,window cleaner,2026-06-16T13:36:18.404721,,
O'briens cleaning,Australia,Wagga Wagga,"22 Condon Ave, Mount Austin NSW 2650, Australia ",+61 2 6926 1210 ,,5.0,16,https://www.google.com/maps/place/O%27briens+cleaning/data=!4m7!3m6!1s0x6b1899e59749e8ff:0x9ad17c2ee06ceaaf!8m2!3d-35.1330362!4d147.3502007!16s%2Fg%2F11h5mbb27g!19sChIJ_-hJl-WZGGsRr-ps4C580Zo?authuser=0&hl=en&rclk=1,window cleaner,2026-06-16T13:36:18.404729,,
Jim's Window and Pressure Cleaning Wagga Wagga,Australia,Wagga Wagga,"13 Berembee Rd, Bourkelands NSW 2650, Australia ",+61 477 108 108 ,,0.0,0,https://www.google.com/maps/place/Jim%27s+Window+and+Pressure+Cleaning+Wagga+Wagga/data=!4m7!3m6!1s0x6b189dbdc26bb1e3:0xb75b4a9a1dad52b2!8m2!3d-35.1518641!4d147.3521499!16s%2Fg%2F11y58t9212!19sChIJ47Frwr2dGGsRslKtHZpKW7c?authuser=0&hl=en&rclk=1,window cleaner,2026-06-16T13:36:18.404731,,
A grade window cleaning wagga,Australia,Wagga Wagga,"12 Amsterdam Cres, Tolland NSW 2650, Australia ",+61 422 860 951 ,,0.0,0,https://www.google.com/maps/place/A+grade+window+cleaning+wagga/data=!4m7!3m6!1s0x8c33f217dc689ec9:0x4a236954f786fe14!8m2!3d-35.1444869!4d147.3576983!16s%2Fg%2F11t29hfjk2!19sChIJyZ5o3BfyM4wRFP6G91RpI0o?authuser=0&hl=en&rclk=1,window cleaner,2026-06-16T13:36:18.404733,,
Hot Metal Roofing Cairns,Australia,Cairns,"Rutherford St, Yorkeys Knob QLD 4878, Australia ",+61 415 865 942 ,,4.5,17,https://www.google.com/maps/place/Hot+Metal+Roofing+Cairns/data=!4m7!3m6!1s0x697866a08785b351:0x4510774dc14c9f53!8m2!3d-16.8083643!4d145.7233044!16s%2Fg%2F119tt8lr1!19sChIJUbOFh6BmeGkRU59MwU13EEU?authuser=0&hl=en&rclk=1,roofer,2026-06-16T13:54:22.036695,,
U Don't Need A New Roof,Australia,Cairns,"14 Dillon Cl, Cairns City QLD 4870, Australia ",,,5.0,1,https://www.google.com/maps/place/U+Don%27t+Need+A+New+Roof/data=!4m7!3m6!1s0x697862330319452f:0x7a453e56a5a00603!8m2!3d-16.9881371!4d145.7437521!16s%2Fg%2F11kmc79btk!19sChIJL0UZAzNieGkRAwagpVY-RXo?authuser=0&hl=en&rclk=1,roofer,2026-06-16T13:54:22.036701,,
Noble blocklaying,Australia,Cairns,,+61 439 940 801 ,,4.0,4,https://www.google.com/maps/place/Noble+blocklaying/data=!4m7!3m6!1s0x697863c455c9dc19:0xb090d3b6fd029d6f!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11gh_5hddm!19sChIJGdzJVcRjeGkRb50C_bbTkLA?authuser=0&hl=en&rclk=1,bricklayer,2026-06-16T14:05:23.410210,,
